Valdistriktnamn;Parti;Röster
Knivsta - Vrå;Valdeltagande;1073
Knivsta - Boängen;Moderaterna;267
Knivsta - Boängen;Arbetarepartiet-Socialdemokraterna;193
Knivsta - Boängen;Liberalerna (tidigare Folkpartiet);57
Knivsta - Boängen;Centerpartiet;94
Knivsta - Boängen;Vänsterpartiet;19
Knivsta - Boängen;Miljöpartiet de gröna;39
Knivsta - Boängen;Kristdemokraterna;70
Knivsta - Boängen;Sverigedemokraterna;151
Knivsta - Boängen;Feministiskt initiativ;1
Knivsta - Boängen;Medborgerlig Samling;3
Knivsta - Boängen;Alternativ för Sverige;2
Knivsta - Boängen;Kristna Värdepartiet;1
Knivsta - Boängen;övriga anmälda partier;0
Knivsta - Boängen;Summa giltiga röster;897
Knivsta - Boängen;ej anmält deltagande;0
Knivsta - Boängen;blanka röster;2
Knivsta - Boängen;övriga ogiltiga;1
Knivsta - Boängen;Valdeltagande;900
Knivsta - Sågen;Moderaterna;136
Knivsta - Sågen;Arbetarepartiet-Socialdemokraterna;205
Knivsta - Sågen;Liberalerna (tidigare Folkpartiet);46
Knivsta - Sågen;Centerpartiet;34
Knivsta - Sågen;Vänsterpartiet;56
Knivsta - Sågen;Miljöpartiet de gröna;30
Knivsta - Sågen;Kristdemokraterna;61
Knivsta - Sågen;Sverigedemokraterna;138
Knivsta - Sågen;Enhet;1
Knivsta - Sågen;Piratpartiet;8
Knivsta - Sågen;Klassiskt liberala partiet;1
Knivsta - Sågen;Direktdemokraterna;1
Knivsta - Sågen;Medborgerlig Samling;6
Knivsta - Sågen;Alternativ för Sverige;1
Knivsta - Sågen;Partiet Nyans;6
Knivsta - Sågen;Kristna Värdepartiet;2
Knivsta - Sågen;MoD;2
Knivsta - Sågen;övriga anmälda partier;0
Knivsta - Sågen;Summa giltiga röster;734
Knivsta - Sågen;ej anmält deltagande;1
Knivsta - Sågen;blanka röster;5
Knivsta - Sågen;övriga ogiltiga;0
Knivsta - Sågen;Valdeltagande;740
Knivsta - Tallbacken;Moderaterna;103
Knivsta - Tallbacken;Arbetarepartiet-Socialdemokraterna;197
Knivsta - Tallbacken;Liberalerna (tidigare Folkpartiet);33
Knivsta - Tallbacken;Centerpartiet;46
Knivsta - Tallbacken;Vänsterpartiet;61
Knivsta - Tallbacken;Miljöpartiet de gröna;48
Knivsta - Tallbacken;Kristdemokraterna;73
Knivsta - Tallbacken;Sverigedemokraterna;152
Knivsta - Tallbacken;Piratpartiet;3
Knivsta - Tallbacken;Feministiskt initiativ;1
Knivsta - Tallbacken;Medborgerlig Samling;3
Knivsta - Tallbacken;Alternativ för Sverige;1
Knivsta - Tallbacken;Partiet Nyans;6
Knivsta - Tallbacken;Knapptryckarna;2
Knivsta - Tallbacken;Klimatalliansen;1
Knivsta - Tallbacken;övriga anmälda partier;0
Knivsta - Tallbacken;Summa giltiga röster;730
Knivsta - Tallbacken;ej anmält deltagande;0
Knivsta - Tallbacken;blanka röster;6
Knivsta - Tallbacken;övriga ogiltiga;0
Knivsta - Tallbacken;Valdeltagande;736
Knivsta - Östra Knivsta;Moderaterna;224
Knivsta - Östra Knivsta;Arbetarepartiet-Socialdemokraterna;314
Knivsta - Östra Knivsta;Liberalerna (tidigare Folkpartiet);76
Knivsta - Östra Knivsta;Centerpartiet;90
Knivsta - Östra Knivsta;Vänsterpartiet;36
Knivsta - Östra Knivsta;Miljöpartiet de gröna;96
Knivsta - Östra Knivsta;Kristdemokraterna;86
Knivsta - Östra Knivsta;Sverigedemokraterna;174
Knivsta - Östra Knivsta;Piratpartiet;1
Knivsta - Östra Knivsta;Feministiskt initiativ;1
Knivsta - Östra Knivsta;Direktdemokraterna;1
Knivsta - Östra Knivsta;Medborgerlig Samling;2
Knivsta - Östra Knivsta;Alternativ för Sverige;7
Knivsta - Östra Knivsta;Knapptryckarna;2
Knivsta - Östra Knivsta;MoD;1
Knivsta - Östra Knivsta;övriga anmälda partier;0
Knivsta - Östra Knivsta;Summa giltiga röster;1111
Knivsta - Östra Knivsta;ej anmält deltagande;1
Knivsta - Östra Knivsta;blanka röster;9
Knivsta - Östra Knivsta;övriga ogiltiga;0
Knivsta - Östra Knivsta;Valdeltagande;1121
Knivsta - Södra Knivsta;Moderaterna;216
Knivsta - Södra Knivsta;Arbetarepartiet-Socialdemokraterna;298
Knivsta - Södra Knivsta;Liberalerna (tidigare Folkpartiet);54
Knivsta - Södra Knivsta;Centerpartiet;75
Knivsta - Södra Knivsta;Vänsterpartiet;60
Knivsta - Södra Knivsta;Miljöpartiet de gröna;56
Knivsta - Södra Knivsta;Kristdemokraterna;76
Knivsta - Södra Knivsta;Sverigedemokraterna;230
Knivsta - Södra Knivsta;Piratpartiet;2
Knivsta - Södra Knivsta;Feministiskt initiativ;1
Knivsta - Södra Knivsta;Medborgerlig Samling;3
Knivsta - Södra Knivsta;Alternativ för Sverige;4
Knivsta - Södra Knivsta;Partiet Nyans;5
Knivsta - Södra Knivsta;Knapptryckarna;2
Knivsta - Södra Knivsta;Kristna Värdepartiet;1
Knivsta - Södra Knivsta;Kalle ankapartiet;1
Knivsta - Södra Knivsta;övriga anmälda partier;0
Knivsta - Södra Knivsta;Summa giltiga röster;1084
Knivsta - Södra Knivsta;ej anmält deltagande;1
Knivsta - Södra Knivsta;blanka röster;9
Knivsta - Södra Knivsta;övriga ogiltiga;0
Knivsta - Södra Knivsta;Valdeltagande;1094
Knivsta - Västra Knivsta;Moderaterna;159
Knivsta - Västra Knivsta;Arbetarepartiet-Socialdemokraterna;331
Knivsta - Västra Knivsta;Liberalerna (tidigare Folkpartiet);53
Knivsta - Västra Knivsta;Centerpartiet;89
Knivsta - Västra Knivsta;Vänsterpartiet;47
Knivsta - Västra Knivsta;Miljöpartiet de gröna;97
Knivsta - Västra Knivsta;Kristdemokraterna;84
Knivsta - Västra Knivsta;Sverigedemokraterna;150
Knivsta - Västra Knivsta;Feministiskt initiativ;3
Knivsta - Västra Knivsta;Medborgerlig Samling;3
Knivsta - Västra Knivsta;Alternativ för Sverige;8
Knivsta - Västra Knivsta;Knapptryckarna;1
Knivsta - Västra Knivsta;Klimatalliansen;1
Knivsta - Västra Knivsta;Kristna Värdepartiet;3
Knivsta - Västra Knivsta;MoD;1
Knivsta - Västra Knivsta;övriga anmälda partier;0
Knivsta - Västra Knivsta;Summa giltiga röster;1030
Knivsta - Västra Knivsta;ej anmält deltagande;0
Knivsta - Västra Knivsta;blanka röster;7
Knivsta - Västra Knivsta;övriga ogiltiga;0
Knivsta - Västra Knivsta;Valdeltagande;1037
Knivsta - Gredelby;Moderaterna;142
Knivsta - Gredelby;Arbetarepartiet-Socialdemokraterna;260
Knivsta - Gredelby;Liberalerna (tidigare Folkpartiet);54
Knivsta - Gredelby;Centerpartiet;78
Knivsta - Gredelby;Vänsterpartiet;65
Knivsta - Gredelby;Miljöpartiet de gröna;93
Knivsta - Gredelby;Kristdemokraterna;60
Knivsta - Gredelby;Sverigedemokraterna;157
Knivsta - Gredelby;Medborgerlig Samling;2
Knivsta - Gredelby;Alternativ för Sverige;2
Knivsta - Gredelby;Knapptryckarna;1
Knivsta - Gredelby;Klimatalliansen;1
Knivsta - Gredelby;Kristna Värdepartiet;1
Knivsta - Gredelby;MoD;2
Knivsta - Gredelby;SKP;1
Knivsta - Gredelby;övriga anmälda partier;0
Knivsta - Gredelby;Summa giltiga röster;919
Knivsta - Gredelby;ej anmält deltagande;0
Knivsta - Gredelby;blanka röster;8
Knivsta - Gredelby;övriga ogiltiga;2
Knivsta - Gredelby;Valdeltagande;929
Knivsta - Husby - Långhundra;Moderaterna;144
Knivsta - Husby - Långhundra;Arbetarepartiet-Socialdemokraterna;136
Knivsta - Husby - Långhundra;Liberalerna (tidigare Folkpartiet);20
Knivsta - Husby - Långhundra;Centerpartiet;70
Knivsta - Husby - Långhundra;Vänsterpartiet;25
Knivsta - Husby - Långhundra;Miljöpartiet de gröna;14
Knivsta - Husby - Långhundra;Kristdemokraterna;66
Knivsta - Husby - Långhundra;Sverigedemokraterna;263
Knivsta - Husby - Långhundra;Medborgerlig Samling;2
Knivsta - Husby - Långhundra;Alternativ för Sverige;9
Knivsta - Husby - Långhundra;övriga anmälda partier;0
Knivsta - Husby - Långhundra;Summa giltiga röster;749
Knivsta - Husby - Långhundra;ej anmält deltagande;0
Knivsta - Husby - Långhundra;blanka röster;6
Knivsta - Husby - Långhundra;övriga ogiltiga;1
Knivsta - Husby - Långhundra;Valdeltagande;756
