Valdistriktnamn;Parti;Röster
Luthagen - Eriksdal;Arbetarepartiet-Socialdemokraterna;343
Luthagen - Eriksdal;Liberalerna (tidigare Folkpartiet);100
Luthagen - Eriksdal;Centerpartiet;113
Luthagen - Eriksdal;Vänsterpartiet;87
Luthagen - Eriksdal;Miljöpartiet de gröna;173
Luthagen - Eriksdal;Kristdemokraterna;44
Luthagen - Eriksdal;Sverigedemokraterna;99
Luthagen - Eriksdal;Direktdemokraterna;2
Luthagen - Eriksdal;Medborgerlig Samling;1
Luthagen - Eriksdal;Alternativ för Sverige;1
Luthagen - Eriksdal;Klimatalliansen;1
Luthagen - Eriksdal;SKP;2
Luthagen - Eriksdal;övriga anmälda partier;0
Luthagen - Eriksdal;Summa giltiga röster;1187
Luthagen - Eriksdal;ej anmält deltagande;0
Luthagen - Eriksdal;blanka röster;1
Luthagen - Eriksdal;övriga ogiltiga;0
Luthagen - Eriksdal;Valdeltagande;1188
Luthagen - Prästgårdsgatan;Moderaterna;164
Luthagen - Prästgårdsgatan;Arbetarepartiet-Socialdemokraterna;339
Luthagen - Prästgårdsgatan;Liberalerna (tidigare Folkpartiet);71
Luthagen - Prästgårdsgatan;Centerpartiet;86
Luthagen - Prästgårdsgatan;Vänsterpartiet;165
Luthagen - Prästgårdsgatan;Miljöpartiet de gröna;178
Luthagen - Prästgårdsgatan;Kristdemokraterna;31
Luthagen - Prästgårdsgatan;Sverigedemokraterna;74
Luthagen - Prästgårdsgatan;Feministiskt initiativ;1
Luthagen - Prästgårdsgatan;Landsbygdspartiet Oberoende;1
Luthagen - Prästgårdsgatan;Direktdemokraterna;1
Luthagen - Prästgårdsgatan;Medborgerlig Samling;1
Luthagen - Prästgårdsgatan;Alternativ för Sverige;5
Luthagen - Prästgårdsgatan;SKP;1
Luthagen - Prästgårdsgatan;Volt Sverige;1
Luthagen - Prästgårdsgatan;övriga anmälda partier;0
Luthagen - Prästgårdsgatan;Summa giltiga röster;1119
Luthagen - Prästgårdsgatan;ej anmält deltagande;1
Luthagen - Prästgårdsgatan;blanka röster;11
Luthagen - Prästgårdsgatan;övriga ogiltiga;2
Luthagen - Prästgårdsgatan;Valdeltagande;1133
Husbyborg - Börjetull;Moderaterna;189
Husbyborg - Börjetull;Arbetarepartiet-Socialdemokraterna;321
Husbyborg - Börjetull;Liberalerna (tidigare Folkpartiet);56
Husbyborg - Börjetull;Centerpartiet;110
Husbyborg - Börjetull;Vänsterpartiet;113
Husbyborg - Börjetull;Miljöpartiet de gröna;89
Husbyborg - Börjetull;Kristdemokraterna;73
Husbyborg - Börjetull;Sverigedemokraterna;129
Husbyborg - Börjetull;Piratpartiet;3
Husbyborg - Börjetull;Feministiskt initiativ;1
Husbyborg - Börjetull;Nordiska motståndsrörelsen;1
Husbyborg - Börjetull;Alternativ för Sverige;5
Husbyborg - Börjetull;Partiet Nyans;3
Husbyborg - Börjetull;Knapptryckarna;1
Husbyborg - Börjetull;Basinkomstpartiet;1
Husbyborg - Börjetull;Klimatalliansen;2
Husbyborg - Börjetull;Kristna Värdepartiet;1
Husbyborg - Börjetull;SKP;1
Husbyborg - Börjetull;övriga anmälda partier;0
Husbyborg - Börjetull;Summa giltiga röster;1099
Husbyborg - Börjetull;ej anmält deltagande;0
Husbyborg - Börjetull;blanka röster;8
Husbyborg - Börjetull;övriga ogiltiga;1
Husbyborg - Börjetull;Valdeltagande;1108
Luthagen-Mimmi Ekholms plats-Hällby;Moderaterna;196
Luthagen-Mimmi Ekholms plats-Hällby;Arbetarepartiet-Socialdemokraterna;380
Luthagen-Mimmi Ekholms plats-Hällby;Liberalerna (tidigare Folkpartiet);62
Luthagen-Mimmi Ekholms plats-Hällby;Centerpartiet;96
Luthagen-Mimmi Ekholms plats-Hällby;Vänsterpartiet;180
Luthagen-Mimmi Ekholms plats-Hällby;Miljöpartiet de gröna;134
Luthagen-Mimmi Ekholms plats-Hällby;Kristdemokraterna;50
Luthagen-Mimmi Ekholms plats-Hällby;Sverigedemokraterna;140
Luthagen-Mimmi Ekholms plats-Hällby;Piratpartiet;4
Luthagen-Mimmi Ekholms plats-Hällby;Feministiskt initiativ;2
Luthagen-Mimmi Ekholms plats-Hällby;Landsbygdspartiet Oberoende;1
Luthagen-Mimmi Ekholms plats-Hällby;Medborgerlig Samling;3
Luthagen-Mimmi Ekholms plats-Hällby;Alternativ för Sverige;4
Luthagen-Mimmi Ekholms plats-Hällby;Ändrings partiet revolution;1
Luthagen-Mimmi Ekholms plats-Hällby;Partiet Nyans;8
Luthagen-Mimmi Ekholms plats-Hällby;övriga anmälda partier;0
Luthagen-Mimmi Ekholms plats-Hällby;Summa giltiga röster;1261
Luthagen-Mimmi Ekholms plats-Hällby;ej anmält deltagande;0
Luthagen-Mimmi Ekholms plats-Hällby;blanka röster;8
Luthagen-Mimmi Ekholms plats-Hällby;övriga ogiltiga;1
Luthagen-Mimmi Ekholms plats-Hällby;Valdeltagande;1270
Stenhagen norra;Moderaterna;111
Stenhagen norra;Arbetarepartiet-Socialdemokraterna;412
Stenhagen norra;Liberalerna (tidigare Folkpartiet);52
Stenhagen norra;Centerpartiet;90
Stenhagen norra;Vänsterpartiet;152
Stenhagen norra;Miljöpartiet de gröna;97
Stenhagen norra;Kristdemokraterna;60
Stenhagen norra;Sverigedemokraterna;117
Stenhagen norra;Piratpartiet;2
Stenhagen norra;Socialisterna-Välfärdspartiet;3
Stenhagen norra;Landsbygdspartiet Oberoende;1
Stenhagen norra;Direktdemokraterna;1
Stenhagen norra;Medborgerlig Samling;4
Stenhagen norra;Partiet Nyans;15
Stenhagen norra;Knapptryckarna;3
Stenhagen norra;Basinkomstpartiet;2
Stenhagen norra;Kristna Värdepartiet;2
Stenhagen norra;MoD;1
Stenhagen norra;SKP;4
Stenhagen norra;övriga anmälda partier;0
Stenhagen norra;Summa giltiga röster;1129
Stenhagen norra;ej anmält deltagande;0
Stenhagen norra;blanka röster;10
Stenhagen norra;övriga ogiltiga;1
Stenhagen norra;Valdeltagande;1140
Stenhagen västra - Kvarnbo;Moderaterna;116
Stenhagen västra - Kvarnbo;Arbetarepartiet-Socialdemokraterna;298
Stenhagen västra - Kvarnbo;Liberalerna (tidigare Folkpartiet);47
Stenhagen västra - Kvarnbo;Centerpartiet;66
Stenhagen västra - Kvarnbo;Vänsterpartiet;119
Stenhagen västra - Kvarnbo;Miljöpartiet de gröna;83
Stenhagen västra - Kvarnbo;Kristdemokraterna;26
Stenhagen västra - Kvarnbo;Sverigedemokraterna;83
Stenhagen västra - Kvarnbo;Piratpartiet;2
Stenhagen västra - Kvarnbo;Feministiskt initiativ;1
Stenhagen västra - Kvarnbo;Medborgerlig Samling;3
Stenhagen västra - Kvarnbo;Alternativ för Sverige;1
Stenhagen västra - Kvarnbo;Partiet Nyans;7
Stenhagen västra - Kvarnbo;Klimatalliansen;1
Stenhagen västra - Kvarnbo;Kristna Värdepartiet;1
Stenhagen västra - Kvarnbo;SKP;2
Stenhagen västra - Kvarnbo;övriga anmälda partier;0
Stenhagen västra - Kvarnbo;Summa giltiga röster;856
Stenhagen västra - Kvarnbo;ej anmält deltagande;0
Stenhagen västra - Kvarnbo;blanka röster;9
Stenhagen västra - Kvarnbo;övriga ogiltiga;1
Stenhagen västra - Kvarnbo;Valdeltagande;866
Stenhagen södra;Moderaterna;77
Stenhagen södra;Arbetarepartiet-Socialdemokraterna;277
Stenhagen södra;Liberalerna (tidigare Folkpartiet);20
Stenhagen södra;Centerpartiet;49
Stenhagen södra;Vänsterpartiet;203
Stenhagen södra;Miljöpartiet de gröna;42
Stenhagen södra;Kristdemokraterna;19
Stenhagen södra;Sverigedemokraterna;51
Stenhagen södra;Enhet;1
Stenhagen södra;Piratpartiet;1
Stenhagen södra;Alternativ för Sverige;1
Stenhagen södra;Partiet Nyans;16
Stenhagen södra;Knapptryckarna;1
Stenhagen södra;Klimatalliansen;2
Stenhagen södra;SKP;3
Stenhagen södra;övriga anmälda partier;0
Stenhagen södra;Summa giltiga röster;763
Stenhagen södra;ej anmält deltagande;0
Stenhagen södra;blanka röster;9
Stenhagen södra;övriga ogiltiga;1
Stenhagen södra;Valdeltagande;773
Fålhagen - S:t Göransplan;Moderaterna;196
Fålhagen - S:t Göransplan;Arbetarepartiet-Socialdemokraterna;271
Fålhagen - S:t Göransplan;Liberalerna (tidigare Folkpartiet);66
Fålhagen - S:t Göransplan;Centerpartiet;90
Fålhagen - S:t Göransplan;Vänsterpartiet;90
Fålhagen - S:t Göransplan;Miljöpartiet de gröna;103
Fålhagen - S:t Göransplan;Kristdemokraterna;44
Fålhagen - S:t Göransplan;Sverigedemokraterna;81
Fålhagen - S:t Göransplan;Piratpartiet;2
Fålhagen - S:t Göransplan;Feministiskt initiativ;1
Fålhagen - S:t Göransplan;Direktdemokraterna;1
Fålhagen - S:t Göransplan;Medborgerlig Samling;5
Fålhagen - S:t Göransplan;Alternativ för Sverige;6
Fålhagen - S:t Göransplan;Partiet Nyans;1
Fålhagen - S:t Göransplan;Klimatalliansen;1
Fålhagen - S:t Göransplan;Kristna Värdepartiet;2
Fålhagen - S:t Göransplan;övriga anmälda partier;0
Fålhagen - S:t Göransplan;Summa giltiga röster;960
Fålhagen - S:t Göransplan;ej anmält deltagande;0
Fålhagen - S:t Göransplan;blanka röster;8
Fålhagen - S:t Göransplan;övriga ogiltiga;1
Fålhagen - S:t Göransplan;Valdeltagande;969
Fålhagen - Almtuna;Moderaterna;195
Fålhagen - Almtuna;Arbetarepartiet-Socialdemokraterna;267
Fålhagen - Almtuna;Liberalerna (tidigare Folkpartiet);87
Fålhagen - Almtuna;Centerpartiet;109
Fålhagen - Almtuna;Vänsterpartiet;109
Fålhagen - Almtuna;Miljöpartiet de gröna;130
Fålhagen - Almtuna;Kristdemokraterna;46
Fålhagen - Almtuna;Sverigedemokraterna;88
Fålhagen - Almtuna;Feministiskt initiativ;2
Fålhagen - Almtuna;Direktdemokraterna;1
Fålhagen - Almtuna;Medborgerlig Samling;4
Fålhagen - Almtuna;Alternativ för Sverige;1
Fålhagen - Almtuna;Klimatalliansen;1
Fålhagen - Almtuna;MoD;1
Fålhagen - Almtuna;SKP;2
Fålhagen - Almtuna;övriga anmälda partier;0
Fålhagen - Almtuna;Summa giltiga röster;1043
Fålhagen - Almtuna;ej anmält deltagande;0
Fålhagen - Almtuna;blanka röster;4
Fålhagen - Almtuna;övriga ogiltiga;0
Fålhagen - Almtuna;Valdeltagande;1047
Fålhagen norra;Moderaterna;246
Fålhagen norra;Arbetarepartiet-Socialdemokraterna;462
Fålhagen norra;Liberalerna (tidigare Folkpartiet);117
Fålhagen norra;Centerpartiet;118
Fålhagen norra;Vänsterpartiet;143
Fålhagen norra;Miljöpartiet de gröna;120
Fålhagen norra;Kristdemokraterna;66
Fålhagen norra;Sverigedemokraterna;155
Fålhagen norra;Piratpartiet;5
Fålhagen norra;Feministiskt initiativ;1
Fålhagen norra;Socialisterna-Välfärdspartiet;2
Fålhagen norra;Medborgerlig Samling;3
Fålhagen norra;Alternativ för Sverige;6
Fålhagen norra;Partiet Nyans;4
Fålhagen norra;övriga anmälda partier;0
Fålhagen norra;Summa giltiga röster;1448
Fålhagen norra;ej anmält deltagande;0
Fålhagen norra;blanka röster;7
Fålhagen norra;övriga ogiltiga;1
Fålhagen norra;Valdeltagande;1456
Fålhagen södra - Boländerna;Moderaterna;306
Fålhagen södra - Boländerna;Arbetarepartiet-Socialdemokraterna;349
Fålhagen södra - Boländerna;Liberalerna (tidigare Folkpartiet);105
Fålhagen södra - Boländerna;Centerpartiet;118
Fålhagen södra - Boländerna;Vänsterpartiet;104
Fålhagen södra - Boländerna;Miljöpartiet de gröna;137
Fålhagen södra - Boländerna;Kristdemokraterna;65
Fålhagen södra - Boländerna;Sverigedemokraterna;128
Fålhagen södra - Boländerna;Feministiskt initiativ;1
Fålhagen södra - Boländerna;Landsbygdspartiet Oberoende;1
Fålhagen södra - Boländerna;Direktdemokraterna;1
Fålhagen södra - Boländerna;Medborgerlig Samling;4
Fålhagen södra - Boländerna;Alternativ för Sverige;3
Fålhagen södra - Boländerna;Partiet Nyans;1
Fålhagen södra - Boländerna;Knapptryckarna;1
Fålhagen södra - Boländerna;Klimatalliansen;1
Fålhagen södra - Boländerna;Kristna Värdepartiet;1
Fålhagen södra - Boländerna;MoD;1
Fålhagen södra - Boländerna;SKP;1
Fålhagen södra - Boländerna;Stram Kurs Sverige;1
Fålhagen södra - Boländerna;övriga anmälda partier;0
Fålhagen södra - Boländerna;Summa giltiga röster;1329
Fålhagen södra - Boländerna;ej anmält deltagande;1
Fålhagen södra - Boländerna;blanka röster;6
Fålhagen södra - Boländerna;övriga ogiltiga;0
Fålhagen södra - Boländerna;Valdeltagande;1336
Sala backe västra;Moderaterna;123
Sala backe västra;Arbetarepartiet-Socialdemokraterna;312
Sala backe västra;Liberalerna (tidigare Folkpartiet);30
Sala backe västra;Centerpartiet;67
Sala backe västra;Vänsterpartiet;80
Sala backe västra;Miljöpartiet de gröna;46
Sala backe västra;Kristdemokraterna;47
Sala backe västra;Sverigedemokraterna;130
Sala backe västra;Piratpartiet;2
Sala backe västra;Socialisterna-Välfärdspartiet;4
Sala backe västra;Direktdemokraterna;1
Sala backe västra;Medborgerlig Samling;2
Sala backe västra;Partiet Vändpunkt;1
Sala backe västra;Partiet Nyans;8
Sala backe västra;Knapptryckarna;1
Sala backe västra;Klimatalliansen;1
Sala backe västra;Kristna Värdepartiet;2
Sala backe västra;MoD;2
Sala backe västra;SKP;1
Sala backe västra;övriga anmälda partier;0
Sala backe västra;Summa giltiga röster;860
Sala backe västra;ej anmält deltagande;0
Sala backe västra;blanka röster;7
Sala backe västra;övriga ogiltiga;0
Sala backe västra;Valdeltagande;867
Sala backe - Byggmästaren;Moderaterna;154
Sala backe - Byggmästaren;Arbetarepartiet-Socialdemokraterna;318
Sala backe - Byggmästaren;Liberalerna (tidigare Folkpartiet);43
Sala backe - Byggmästaren;Centerpartiet;59
Sala backe - Byggmästaren;Vänsterpartiet;90
Sala backe - Byggmästaren;Miljöpartiet de gröna;67
Sala backe - Byggmästaren;Kristdemokraterna;47
Sala backe - Byggmästaren;Sverigedemokraterna;113
Sala backe - Byggmästaren;Piratpartiet;4
Sala backe - Byggmästaren;Socialisterna-Välfärdspartiet;1
Sala backe - Byggmästaren;Landsbygdspartiet Oberoende;1
Sala backe - Byggmästaren;Nordiska motståndsrörelsen;1
Sala backe - Byggmästaren;Medborgerlig Samling;3
Sala backe - Byggmästaren;Alternativ för Sverige;4
Sala backe - Byggmästaren;Partiet Nyans;1
Sala backe - Byggmästaren;Kristna Värdepartiet;1
Sala backe - Byggmästaren;MoD;1
Sala backe - Byggmästaren;övriga anmälda partier;0
Sala backe - Byggmästaren;Summa giltiga röster;908
Sala backe - Byggmästaren;ej anmält deltagande;0
Sala backe - Byggmästaren;blanka röster;8
Sala backe - Byggmästaren;övriga ogiltiga;0
Sala backe - Byggmästaren;Valdeltagande;916
Sala backe södra;Moderaterna;148
Sala backe södra;Arbetarepartiet-Socialdemokraterna;286
Sala backe södra;Liberalerna (tidigare Folkpartiet);42
Sala backe södra;Centerpartiet;74
Sala backe södra;Vänsterpartiet;101
Sala backe södra;Miljöpartiet de gröna;61
Sala backe södra;Kristdemokraterna;76
Sala backe södra;Sverigedemokraterna;128
Sala backe södra;Piratpartiet;4
Sala backe södra;Feministiskt initiativ;1
Sala backe södra;Landsbygdspartiet Oberoende;2
Sala backe södra;Medborgerlig Samling;3
Sala backe södra;Alternativ för Sverige;3
Sala backe södra;Partiet Vändpunkt;1
Sala backe södra;Knapptryckarna;1
Sala backe södra;Kristna Värdepartiet;2
Sala backe södra;övriga anmälda partier;0
Sala backe södra;Summa giltiga röster;933
Sala backe södra;ej anmält deltagande;1
Sala backe södra;blanka röster;11
Sala backe södra;övriga ogiltiga;0
Sala backe södra;Valdeltagande;945
Sala backe - Skomakarberget;Moderaterna;48
Sala backe - Skomakarberget;Arbetarepartiet-Socialdemokraterna;228
Sala backe - Skomakarberget;Liberalerna (tidigare Folkpartiet);13
Sala backe - Skomakarberget;Centerpartiet;16
Sala backe - Skomakarberget;Vänsterpartiet;108
Sala backe - Skomakarberget;Miljöpartiet de gröna;47
Sala backe - Skomakarberget;Kristdemokraterna;24
Sala backe - Skomakarberget;Sverigedemokraterna;139
Sala backe - Skomakarberget;Piratpartiet;3
Sala backe - Skomakarberget;Landsbygdspartiet Oberoende;1
Sala backe - Skomakarberget;Nordiska motståndsrörelsen;2
Sala backe - Skomakarberget;Alternativ för Sverige;4
Sala backe - Skomakarberget;Partiet Nyans;3
Sala backe - Skomakarberget;Kristna Värdepartiet;1
Sala backe - Skomakarberget;MoD;1
Sala backe - Skomakarberget;Kalle ankapartiet;1
Sala backe - Skomakarberget;SKP;1
Sala backe - Skomakarberget;övriga anmälda partier;0
Sala backe - Skomakarberget;Summa giltiga röster;640
Sala backe - Skomakarberget;ej anmält deltagande;0
Sala backe - Skomakarberget;blanka röster;10
Sala backe - Skomakarberget;övriga ogiltiga;0
Sala backe - Skomakarberget;Valdeltagande;650
Sala backe norra;Moderaterna;150
Sala backe norra;Arbetarepartiet-Socialdemokraterna;383
Sala backe norra;Liberalerna (tidigare Folkpartiet);41
Sala backe norra;Centerpartiet;64
Sala backe norra;Vänsterpartiet;89
Sala backe norra;Miljöpartiet de gröna;46
Sala backe norra;Kristdemokraterna;53
Sala backe norra;Sverigedemokraterna;189
Sala backe norra;Piratpartiet;3
Sala backe norra;Socialisterna-Välfärdspartiet;2
Sala backe norra;Landsbygdspartiet Oberoende;1
Sala backe norra;Direktdemokraterna;2
Sala backe norra;Alternativ för Sverige;1
Sala backe norra;Knapptryckarna;1
Sala backe norra;Basinkomstpartiet;1
Sala backe norra;övriga anmälda partier;0
Sala backe norra;Summa giltiga röster;1026
Sala backe norra;ej anmält deltagande;0
Sala backe norra;blanka röster;10
Sala backe norra;övriga ogiltiga;1
Sala backe norra;Valdeltagande;1037
Sala backe - Källparken;Moderaterna;85
Sala backe - Källparken;Arbetarepartiet-Socialdemokraterna;315
Sala backe - Källparken;Liberalerna (tidigare Folkpartiet);21
Sala backe - Källparken;Centerpartiet;32
Sala backe - Källparken;Vänsterpartiet;165
Sala backe - Källparken;Miljöpartiet de gröna;57
Sala backe - Källparken;Kristdemokraterna;42
Sala backe - Källparken;Sverigedemokraterna;199
Sala backe - Källparken;Enhet;1
Sala backe - Källparken;Piratpartiet;2
Sala backe - Källparken;Feministiskt initiativ;3
Sala backe - Källparken;Socialisterna-Välfärdspartiet;2
Sala backe - Källparken;Direktdemokraterna;1
Sala backe - Källparken;Medborgerlig Samling;3
Sala backe - Källparken;Alternativ för Sverige;10
Sala backe - Källparken;Partiet Nyans;2
Sala backe - Källparken;Knapptryckarna;2
Sala backe - Källparken;Kristna Värdepartiet;3
Sala backe - Källparken;MoD;1
Sala backe - Källparken;övriga anmälda partier;0
Sala backe - Källparken;Summa giltiga röster;946
Sala backe - Källparken;ej anmält deltagande;0
Sala backe - Källparken;blanka röster;9
Sala backe - Källparken;övriga ogiltiga;0
Sala backe - Källparken;Valdeltagande;955
Sala backe - Östra Sala backe;Moderaterna;168
Sala backe - Östra Sala backe;Arbetarepartiet-Socialdemokraterna;231
Sala backe - Östra Sala backe;Liberalerna (tidigare Folkpartiet);48
Sala backe - Östra Sala backe;Centerpartiet;65
Sala backe - Östra Sala backe;Vänsterpartiet;100
Sala backe - Östra Sala backe;Miljöpartiet de gröna;45
Sala backe - Östra Sala backe;Kristdemokraterna;51
Sala backe - Östra Sala backe;Sverigedemokraterna;109
Sala backe - Östra Sala backe;Piratpartiet;4
Sala backe - Östra Sala backe;Medborgerlig Samling;4
Sala backe - Östra Sala backe;Alternativ för Sverige;2
Sala backe - Östra Sala backe;Partiet Vändpunkt;1
Sala backe - Östra Sala backe;Partiet Nyans;5
Sala backe - Östra Sala backe;Knapptryckarna;1
Sala backe - Östra Sala backe;Kristna Värdepartiet;2
Sala backe - Östra Sala backe;övriga anmälda partier;0
Sala backe - Östra Sala backe;Summa giltiga röster;836
Sala backe - Östra Sala backe;ej anmält deltagande;0
Sala backe - Östra Sala backe;blanka röster;9
Sala backe - Östra Sala backe;övriga ogiltiga;1
Sala backe - Östra Sala backe;Valdeltagande;846
Sala backe - Byggmästarparken;Moderaterna;202
Sala backe - Byggmästarparken;Arbetarepartiet-Socialdemokraterna;474
Sala backe - Byggmästarparken;Liberalerna (tidigare Folkpartiet);53
Sala backe - Byggmästarparken;Centerpartiet;79
Sala backe - Byggmästarparken;Vänsterpartiet;129
Sala backe - Byggmästarparken;Miljöpartiet de gröna;62
Sala backe - Byggmästarparken;Kristdemokraterna;62
Sala backe - Byggmästarparken;Sverigedemokraterna;221
Sala backe - Byggmästarparken;Piratpartiet;3
Sala backe - Byggmästarparken;Socialisterna-Välfärdspartiet;2
Sala backe - Byggmästarparken;Direktdemokraterna;2
Sala backe - Byggmästarparken;Medborgerlig Samling;2
